Gene	CCL_A	CCL_B	CCL_C
RP11-293M10.6	0.6595	0.5107	0
RP11-293N14.1	0	0	0
RP11-293P20.2	0	0	0
RP11-293P20.4	0	0	0
RP11-294J22.5	0	0	0
RP11-294J22.6	0	0	0
RP11-294L11.1	0	0	0
RP11-294L13.1	0	0	0
RP11-294O2.1	0	0	0
RP11-294O2.2	4.9328	0	0
RP11-295B17.6	0	0	0
RP11-295D22.1	0	0	0
RP11-295D4.1	1.3503	1.4009	1.4668
RP11-295G12.1	0	0	0
RP11-295G20.2	4.5951	2.529	4.0199
RP11-295G24.4	0	0	0
RP11-295G24.5	0	0	0.0808
RP11-295H24.3	0	0	0.1092
RP11-295J3.3	0	0	0
RP11-295K2.3	0	0	0
RP11-295K3.1	1.3602	2.1578	1.5674
RP11-295M18.2	0	0	0
RP11-295M18.6	0	0	0
RP11-295M3.2	0	0	0
RP11-295P22.1	0	0	0
RP11-295P22.2	0	0	0
RP11-295P9.12	0	0	0
RP11-295P9.2	0	0	0
RP11-295P9.3	4.1872	2.3412	3.4853
RP11-295P9.6	0	0	0
RP11-295P9.8	0	0.1116	1.5453
RP11-296A16.1	0.2412	0.0693	0
RP11-296A18.3	0	0	0
RP11-296A18.5	0	0.045	0
RP11-296A18.6	0	0	0
RP11-296C13.1	0	0	0
RP11-296E23.1	0	0	0
RP11-296E23.2	0	0	0
RP11-296E7.1	0.0617	0.0974	0.0595
RP11-296I10.3	3.1819	2.2158	3.6301
RP11-296I10.5	0	0	0
RP11-296I10.6	1.8615	1.6187	2.6481
RP11-296K13.4	0	0	0
RP11-296L20.1	0	0	0
RP11-296L22.7	0	0.0787	0
RP11-296L22.8	0	0	0
RP11-296O14.1	0	0	0
RP11-296O14.2	0	0	0
RP11-296O14.3	0.0878	0	0
RP11-296P7.4	0	0	0
RP11-297A16.2	0	0	0
RP11-297B17.2	0	0	0
RP11-297B17.3	0	0	0
RP11-297C4.1	0	0	0
RP11-297C4.2	0	0	0
RP11-297C4.3	0	0	0
RP11-297D21.2	0	0	0
RP11-297D21.4	1.0288	0	1.0699
RP11-297H3.3	0	0	0
RP11-297H3.4	0	0	0
RP11-297J22.1	0	0	0
RP11-297K7.1	0.2646	0.0981	0
RP11-297K8.2	0	0	0
RP11-297L17.2	3.7544	0	0
RP11-297L17.3	0	0	0
RP11-297L17.4	0	0	0
RP11-297L17.6	0	0	0
RP11-297L6.1	0	0	0
RP11-297L6.2	0	0	0
RP11-297M9.1	0	0	0
RP11-297M9.2	0	0	0
RP11-297N6.4	0.066	1.367	0.2952
RP11-297P16.3	0.9431	0	0
RP11-297P16.4	8.553	1.1259	0
RP11-298A8.2	0	0	0
RP11-298C3.2	0	0.079	0
RP11-298D21.1	0	0	0
RP11-298D21.2	0	0	0
RP11-298D21.3	0	0	0
RP11-298E10.1	0	0	0
RP11-298E2.2	0	0	0
RP11-298E9.5	0	0	0
RP11-298E9.6	0	0	0
RP11-298H24.1	0	0	0
RP11-298I3.1	1.0645	0	0.0728
RP11-298I3.4	2.5624	2.3663	0.8935
RP11-298I3.5	0	0	0
RP11-298J20.3	0	0	0
RP11-298J20.4	1.2632	1.7953	1.6854
RP11-298J23.5	0	0	0
RP11-298J23.8	0	0	0
RP11-298J23.9	0	0	0
RP11-298O21.2	0	0	0
RP11-298O21.3	0	0	0
RP11-298O21.5	0	0	0
RP11-298O21.6	0	0	0
RP11-298O21.7	0	0	0
RP11-298P3.4	0	0	0
RP11-298P6.2	0	0	0
RP11-298P6.5	0	0	0
RP11-299A16.1	0	0	0
RP11-299D14.2	0	0	0
RP11-299G20.2	0.4703	1.3436	0.6679
RP11-299G20.3	0	0	0
RP11-299H21.1	0.4191	0.6388	0.672
RP11-299H22.1	0	0	0
RP11-299H22.4	0	0	1.8011
RP11-299H22.5	0	0	2.3008
RP11-299H22.6	0.0906	0	1.5956
RP11-299H22.7	0	0	0
RP11-299J3.6	0	0	0
RP11-299J3.8	5.0898	2.901	4.0823
RP11-299L17.1	0	0	0
RP11-299L17.3	0	0	0
RP11-299L17.4	0	0	0
RP11-299M14.2	0	0	0
RP11-299P2.1	0	0	0
RP11-29B11.5	0	0	0
RP11-29B2.5	0.0992	0.2007	0
RP11-29B9.1	0	0	0
RP11-29B9.2	0	0	0
RP11-29G8.3	2.1982	0.9398	1.1472
RP11-29H23.4	0	0	0
RP11-29H23.5	0.4546	2.5469	0
RP11-29H23.6	0	0	0
RP11-29H23.7	0	0	0
RP11-29O13.1	0	0	0
RP11-29O6.2	0	0	0
RP11-29P20.1	0	0	0
RP11-2A1.1	0	0	0
RP11-2A4.3	0	0	0
RP11-2A4.4	0.0116	0	0
RP11-2B6.2	2.4581	1.8725	2.0132
RP11-2B6.3	0	0	0
RP11-2C15.1	0	0	0
RP11-2C24.4	2.5052	2.7613	0.3412
RP11-2C24.5	0	0	0
RP11-2C24.6	0.9054	3.1513	1.1117
RP11-2C7.1	0	0	0
RP11-2E11.10	0	0	0
RP11-2E11.5	0.0187	0	0
RP11-2E11.9	1.088	0.5632	0
RP11-2E17.1	0	0	0.7708
RP11-2E17.2	0	0	0
RP11-2F20.1	0	0	0
RP11-2F9.3	0	0	0
RP11-2F9.4	0	0	0
RP11-2G1.1	0	0	0
RP11-2G1.2	0	0	0
RP11-2G1.3	0	0	0
RP11-2G17.1	0	0	0
RP11-2H3.2	0	0	0
RP11-2H3.6	0.346	0	0
RP11-2H8.2	1.6049	0	0
RP11-2H8.3	0	0	0
RP11-2I17.1	0	0	0
RP11-2I17.4	0	0	0
RP11-2J18.1	0	0	0
RP11-2K6.2	0	0	0
RP11-2L13.1	0	0	0
RP11-2L4.1	0	0	0
RP11-2L8.1	0	0	0
RP11-2L8.2	0	0	0
RP11-2N1.1	0	0	0
RP11-2N1.2	0	0.8473	0
RP11-2N5.1	0	0	0
RP11-2N5.2	0	0	0
RP11-2O17.2	0	0	0
RP11-2P2.1	0	0	0
RP11-300A12.2	0	0	0
RP11-300E4.2	0	0	0
RP11-300G22.2	0	0	0
RP11-300I6.5	0	0	0
RP11-300J18.1	0	0	0
RP11-300J18.2	0	0	0
RP11-300J18.3	0	0	0
RP11-300M24.1	0	0	0.0113
RP11-300M6.1	0	0	0
RP11-301A5.2	0	0	0
RP11-301G19.1	0	0	0.5054
RP11-301G19.2	0	0	0
RP11-301G21.1	0	0	0
RP11-301G23.1	0	0	0
RP11-301G7.1	0	0	0
RP11-301H24.3	0	0	0
RP11-301H24.4	0	0	0
RP11-301J16.7	0	0	0
RP11-301J7.8	0	1.3149	0
RP11-301J7.9	0	0	0
RP11-301L8.2	0	0.0422	0.0485
RP11-301M17.1	0	0	0
RP11-301M17.2	0	0	0
RP11-301N24.3	0	0	0
RP11-301O19.1	2.1849	1.674	1.676
RP11-302B13.1	0	0.8026	0
RP11-302B13.5	0	0.9954	0
RP11-302F12.1	0	0	0
RP11-302F12.10	0	0	0
RP11-302F12.2	0	0	0
RP11-302F12.3	0	0	0
RP11-302F12.4	0	0	0
RP11-302F12.5	0	0	0
RP11-302F12.7	0	0	0
RP11-302I18.1	0	0	0
RP11-302I18.3	0	0	0
RP11-302J23.1	0	0.1668	0
RP11-302K17.3	0	0	0
RP11-302K17.4	0	0	0
RP11-302L19.1	0.1223	0	0
RP11-302L19.3	0.0548	0.7687	0
RP11-302M6.4	0	0.0939	0
RP11-302M6.5	0	0	0
RP11-303E16.2	2.9991	2.8303	2.7129
RP11-303E16.3	0.511	0	0.0773
RP11-303E16.5	0.5963	0	0
RP11-303E16.6	0	0	0
RP11-303E16.7	0	0	0
RP11-303E16.8	1.2396	0.4226	0.1173
RP11-303G3.10	0	0	0
RP11-303G3.6	0	0	0
RP11-303G3.9	0	0	0
RP11-304C12.3	0	0	0
RP11-304C12.4	0	0	0
RP11-304C16.2	0	0	0
RP11-304C16.3	0	0	0
RP11-304F15.3	0	0	0.1015
RP11-304F15.4	0	0	0
RP11-304F15.5	0	0	0
RP11-304F15.6	0	0	0
RP11-304F15.7	0	0	0
RP11-304L19.1	4.4293	0	0.3171
RP11-304L19.11	0.9731	1.6262	0.4734
RP11-304L19.12	1.7942	0.8059	0.7536
RP11-304L19.2	0.2407	0	0
RP11-304L19.3	4.3861	0.123	0.5481
RP11-304L19.4	0.5074	0.3696	0.7339
RP11-304L19.5	3.7939	7.0332	6.5152
RP11-304L19.8	0	0	0
RP11-304M2.1	0	0	0
RP11-304M2.3	0	0	0
RP11-304M2.5	0	0	0
RP11-304M2.6	0	0	0
RP11-305A4.3	0	0	0
RP11-305B6.1	0	0	0
RP11-305B6.2	0	0	0
RP11-305B6.3	0	0	0
RP11-305E17.4	0	0	0
RP11-305E17.6	0.3438	0	0
RP11-305E17.7	0	0	0
RP11-305E6.4	2.0282	0.5524	0.6476
RP11-305F18.1	0	0	0
RP11-305F5.2	0	0	0
RP11-305K5.1	3.7582	0	0.7335
RP11-305L7.1	0	0	0
RP11-305L7.3	0	0	0
RP11-305L7.5	0	0	0
RP11-305L7.6	0	0	0
RP11-305L7.7	0.4127	0.3449	0.0422
RP11-305M3.2	2.405	0	0
RP11-305O4.1	0	0	0
RP11-305O4.2	0	0	0
RP11-305O4.3	0.4284	0	0
RP11-305O6.3	0	0	0
RP11-305P14.1	0	0	0
RP11-305P22.9	1.5228	0	0
RP11-306G20.1	0	0	0
RP11-306I1.1	0	0	0
RP11-306I1.2	0	0	0
RP11-306K13.1	0	0	0
RP11-307A17.2	0	0	0
RP11-307B6.3	0	0	0
RP11-307C12.11	2.4895	1.801	0
RP11-307C12.12	0.694	0.5623	0.4774
RP11-307C12.13	0	0	0
RP11-307C18.1	0	0	0
RP11-307C19.1	0	0	0
RP11-307C19.2	0	0	0
RP11-307C19.3	0	0	0
RP11-307E17.8	1.3473	2.5261	1.6167
RP11-307E17.9	0	0	0
RP11-307F22.2	0	0	0
RP11-307I14.2	0	0	0
RP11-307I14.3	0	0	0
RP11-307I14.4	0	0	0
RP11-307I2.1	0	0	0
RP11-307L14.1	0	0	0
RP11-307L14.2	0	0	0
RP11-307L3.2	0	0	0
RP11-307L3.4	0	0	0
RP11-307N16.6	0	1.0348	0.1006
RP11-307O1.1	0	0	0
RP11-307O10.1	0	0	0
RP11-307O13.1	0.4021	0	0.0196
RP11-307P22.1	0	0	0
RP11-307P5.1	0	0	0
RP11-307P5.2	0	0	0
RP11-308B16.2	0	0	1.2622
RP11-308B5.2	0	0	0
RP11-308D13.3	0.3521	0	0
RP11-308D16.1	0	0	0
RP11-308D16.2	0	0	0
RP11-308D16.4	1.6247	1.1864	0.5268
RP11-308K19.2	0	0	0
RP11-308K2.1	0	0	0
RP11-308N19.1	0	0.0571	0.2842
RP11-308N19.3	0	0	0
RP11-308N19.4	0	0	0
RP11-308N19.5	0	0	0
RP11-309E23.2	0	0	0
RP11-309G3.3	1.1562	0.324	0
RP11-309H21.2	0	0	0
RP11-309H21.3	0	0	0
RP11-309H21.4	0	0	0
RP11-309I15.1	0.0924	3.2545	0.2004
RP11-309L24.2	0	0	0
RP11-309L24.4	0	0	0
RP11-309L24.6	0.2613	0	0
RP11-309L24.9	0.5314	0.4579	0.1632
RP11-309M23.1	0	0	0
RP11-309M7.1	0	0.0343	0
RP11-309N17.4	0	0	0
RP11-309N24.1	0	0	0
RP11-309P22.1	0	0	0
RP11-30B1.1	0	0	0.1745
RP11-30G8.1	0	0	0
RP11-30G8.2	0	0	0
RP11-30H9.1	0	0	0.5272
RP11-30J20.1	0	0	1.8249
RP11-30K9.1	0	0	0
RP11-30K9.4	0.1944	0	0
RP11-30K9.5	0.1176	0	0
RP11-30K9.6	0.0387	0.0272	0.0919
RP11-30K9.7	0	0	0
RP11-30L15.4	1.3307	0.2541	0.3326
RP11-30L15.6	0	0	0.3541
RP11-30L3.2	0	0	0
RP11-30L8.1	0	0	0
RP11-30M20.1	0	0	0
RP11-30O15.1	0.1748	0	0
RP11-30P21.2	0	0	0
RP11-30P6.1	0	0	0
RP11-30P6.3	0	0	0
RP11-30P6.6	1.6457	0.1585	0.6075
RP11-310A13.2	0	0	0
RP11-310E22.4	0	0	0
RP11-310E22.5	0	0	0
RP11-310H4.1	0	0	0
RP11-310H4.2	0	0	0
RP11-310H4.3	0	0	0
RP11-310H4.6	0	0.0578	0
RP11-310I24.1	0	0	0
RP11-310I9.1	0	0	0
RP11-310J24.3	0	0	0
RP11-310P5.1	0	0	0.1422
RP11-310P5.2	0	0	0
RP11-311B14.1	0	0	0
RP11-311C24.1	3.3168	2.5334	2.1976
RP11-311D14.1	0	0	0
RP11-311F12.1	0	0.5503	0
RP11-311F12.2	0	0	0
RP11-311H10.4	0	0.1045	0
RP11-311H10.7	0	0	0
RP11-311P8.2	0.4872	0	0
RP11-312A15.1	0	0	0
RP11-312A15.3	0	0	0
RP11-312B18.1	0	0	0
RP11-312B8.1	0	0	0
RP11-312B8.2	0	0	0
RP11-312J18.3	0	0	0
RP11-312J18.5	0.0535	0.2326	0
RP11-312J18.6	0	0	0
RP11-312J18.7	0	0	0
RP11-312O7.2	1.1941	2.6713	4.9876
RP11-312P12.3	0	0	0
RP11-312P21.2	0	0	0
RP11-313A24.1	0	0	0
RP11-313C15.1	0	0	0
RP11-313C4.1	0	0	0
RP11-313D6.3	0.1304	0.1792	0
RP11-313E19.1	0	0	0
RP11-313E19.2	0	0	0
RP11-313E4.1	0	0	0
RP11-313F23.2	0	0	0
RP11-313F23.3	0	0	0
RP11-313F23.4	0	0	0
RP11-313F23.5	0	0	0
RP11-313H3.1	0	0	0
RP11-313I2.10	0	0	0
RP11-313I2.11	0	0	0
RP11-313I2.13	0	0	0
RP11-313I2.2	0	0	0
RP11-313I2.5	0	0	0
RP11-313I2.6	0	0	0
RP11-313I2.7	0	0	0
RP11-313I2.8	0	0	0
RP11-313J2.1	0	0	1.9021
RP11-313M3.1	0	0	2.4163
RP11-313P13.3	1.9817	1.2712	2.427
RP11-313P13.4	0.1962	0.4435	1.0857
RP11-313P13.5	0	0	0
RP11-313P18.1	0	0	0
RP11-313P18.2	0	0	0
RP11-313P22.1	0	0	0.3644
RP11-314A15.2	0	0	0
RP11-314A20.1	0	0.4812	0
RP11-314A20.2	0	1.5132	1.3485
RP11-314A20.5	0.5517	0	0.1252
RP11-314A5.3	0	0	0
RP11-314B1.2	0.1986	0	0
RP11-314C16.1	0.3019	0	0
RP11-314C9.2	0	0	0
RP11-314D7.1	0	0	0
RP11-314D7.2	0.0846	0.0597	0
RP11-314D7.3	0	0	0
RP11-314M24.1	0	0	0
RP11-314N13.3	0.6354	0.5281	0.7116
RP11-314N14.1	0	0	2.0216
RP11-314N2.2	0	0	0
RP11-314O13.1	0.406	0.0838	0.5276
RP11-314P15.2	0	0	0
RP11-315A16.1	0	0	0
RP11-315A17.1	0	0	0
RP11-315D13.1	0	0	0
RP11-315D16.2	0	0	0.5777
RP11-315D16.4	0	0	0
RP11-315E17.1	0	0	0
RP11-315F22.1	0	0	0
RP11-315I14.2	0	0.153	0
RP11-315I14.5	0	0	0
RP11-315I20.1	0	0	0
RP11-315I20.3	0	0	0
RP11-315J22.5	0	0	0
RP11-315L6.1	0	0	0
RP11-315O6.1	0	0.9975	0
RP11-315O6.2	0	0	0
RP11-315O8.1	0	0	0
RP11-316A16.1	0	0	0
RP11-316E14.2	0	0	0
RP11-316E14.6	1.4271	2.9225	0
RP11-316I3.1	0	0	0
RP11-316I3.2	0	0	0
RP11-316J7.4	0	0	0
RP11-316K19.3	0.5468	0	0
RP11-316M1.12	0.3092	0.1061	0.1088
RP11-316M1.3	0	0	0
RP11-316M20.1	0	0	0
RP11-316M21.6	0	0.0478	0.054
RP11-316M21.7	0	0.5895	0.9657
RP11-316M21.9	0	0	0
RP11-316O14.1	0	0.1239	0
RP11-316P17.2	0	0	0
RP11-317B17.3	0	0	0
RP11-317B3.2	0	0	0
RP11-317B7.2	0	0	0
RP11-317B7.3	0	0	0
RP11-317F20.2	0	0	0
RP11-317G22.2	0	0	0
RP11-317G6.1	0	0	0
RP11-317J10.2	0.0947	1.9131	0
RP11-317J10.4	0	0	0
RP11-317J19.1	0	0	0
RP11-317L10.1	0	0	0
RP11-317M11.1	0	0	0
RP11-317M22.1	0	0	0
RP11-317N12.1	0	0	2.7038
RP11-317N6.1	0	0	0
RP11-317N8.3	0	0	0
RP11-317N8.4	0	0	0
RP11-317N8.5	0.2694	1.477	0.7152
RP11-317O24.1	0	0	0
RP11-317O24.2	0	0	0
RP11-317O24.3	0	0	0
RP11-317P15.3	0	0	0
RP11-317P15.4	0	0	0
RP11-317P15.5	0	0	0
RP11-317P15.6	0	0	0
RP11-318A15.2	0.7048	0.8351	0
RP11-318A15.7	0	0.232	0
RP11-318C2.1	0	0	0
RP11-318C24.1	0	0	0
RP11-318C24.2	0	0	0
RP11-318C4.2	0	0	0
RP11-318E3.4	0	0	0
RP11-318E3.9	0	0.1324	0.7358
RP11-318G21.4	0	0	3.0103
RP11-318G8.1	0	0	0
RP11-318G8.2	0	0	0
RP11-318I4.1	0	0	0
RP11-318I4.2	0	0	0
RP11-318K12.1	0.1434	0	3.455
RP11-318K12.2	0	0	0
RP11-318K12.3	0	0	0
RP11-318K15.2	0	0	0
RP11-318L16.6	0	0	0
RP11-318M2.2	1.3863	1.7636	2.1919
RP11-318M2.3	0	0	0
RP11-319C21.1	0	0	0
RP11-319E12.1	0	0	0
RP11-319E12.2	0	0	0
RP11-319E16.1	0	0	0
RP11-319E16.2	0	0	0
RP11-319F12.2	0	0	0
RP11-319G6.1	1.5296	0.4157	1.2945
RP11-319G6.3	0	0	0
RP11-319G9.3	0	0	0
RP11-319G9.5	0	0	0
RP11-31A20.1	0	0	0
RP11-31E13.2	0	0	0
RP11-31F15.1	0.0235	1.2505	1.5393
RP11-31F15.2	0	0	0
RP11-31F19.1	0	1.7995	0
RP11-31H15.2	0	0	0
RP11-31H5.1	0	0	0
RP11-31I22.1	0	0	0
RP11-31I22.2	0	0	0
RP11-31I22.3	0	0	0
RP11-31I22.4	0	0	0
RP11-31K23.1	0	0	0
RP11-31K23.2	0	0	0.0462
RP11-31L22.3	0	0	0
RP11-31L23.3	0	0	0
RP11-320A16.1	0	0	0
RP11-320G24.1	0.2197	0	0.2497
RP11-320H14.1	0	0	0
RP11-320J16.1	0	0	0
RP11-320L11.2	0	0.2803	0
RP11-320M16.1	0	0	0
RP11-320M16.2	0	0	0
RP11-320M2.1	1.5373	0	0
RP11-320N21.2	0	0	0
RP11-320N7.1	0	0	0
RP11-320N7.2	0	0	0
RP11-320P7.1	0	0	0
RP11-320P7.2	0	0	0
RP11-321A17.3	0	0	0
RP11-321A17.4	0	0	0
RP11-321A17.5	0	0	0
RP11-321C24.1	0	0	0
RP11-321E2.10	0	0	0
RP11-321E2.11	0	0	0
RP11-321E2.12	0	0	0
RP11-321E2.13	0	0	0
RP11-321E2.2	0	0	0
RP11-321E2.3	0	0	0
RP11-321E2.4	0	0	0
RP11-321E2.5	0	0	0
RP11-321E2.6	0	0	0
RP11-321E2.7	0	0	0
RP11-321E2.8	0	0	0
RP11-321E2.9	0	0	0
RP11-321E8.1	0	0	0
RP11-321E8.4	0	0	0
RP11-321E8.5	0	0	0
RP11-321F6.1	0.6291	0	0
RP11-321F8.4	0	0	0
RP11-321G12.1	0	0	0
RP11-321L2.1	0	0	0
RP11-321L2.2	0.1634	0.0547	0
RP11-321M21.1	0	0	0
RP11-321M21.3	0	0	0
RP11-321N4.5	0.9259	1.0442	0.5242
RP11-322A17.1	0	0	0
RP11-322D14.1	0	0	0
RP11-322D14.2	0	0	0
RP11-322E11.1	0	0	0
RP11-322E11.5	0.0765	0	0.0753
RP11-322E11.6	0.1486	0.4051	0
RP11-322F10.2	0	0	0
RP11-322I2.1	0	0	0
RP11-322J23.1	0	0	0
RP11-322L17.1	0	0	0
RP11-322L20.1	0	0	0
RP11-322N21.2	0	0	0
RP11-323A7.1	0	0	0
RP11-323C15.1	0	0	0
RP11-323C15.2	0	0	0
RP11-323D18.5	0	0	0
RP11-323H21.3	0	0	0
RP11-323I1.1	0	0	0
RP11-323I14__A.1	0	0	0
RP11-323I15.2	0.0731	0	0
RP11-323I15.3	0	0	0
RP11-323I15.5	0.0402	0	0
RP11-323J4.1	0	0.2636	0.2069
RP11-323K10.1	0	0	0
RP11-323N12.5	0	0	0
RP11-324C10.1	0	0	0
RP11-324D17.1	0	0	0
RP11-324D17.2	0	0	0
RP11-324E6.4	0	0	0
RP11-324E6.6	0	0.7899	0
RP11-324E6.8	0	0	0
RP11-324E6.9	0	0	0
RP11-324F11.1	0	0	0
RP11-324F21.1	0	0	0
RP11-324H6.5	0	0.0967	0.0695
RP11-324H7.1	0	0	0
RP11-324I22.2	0	0	0
RP11-324I22.3	0	0	0
RP11-324I22.4	1.4584	1.4936	1.9716
RP11-324J13.1	0	0	0
RP11-324J13.2	0	0	0
RP11-324J3.1	0	0	0
RP11-324L17.1	0	0	0
RP11-324L3.1	0	0	0
RP11-324L3.5	0	0	0
RP11-324O2.3	0	0	0
RP11-324O2.6	0	0	0
RP11-324P9.1	0	0	0
RP11-325B23.2	0	0	0
RP11-325D15.2	0	0	0
RP11-325D8.1	0	0	0
RP11-325E14.2	0	0	0
RP11-325E14.5	0	0	0
RP11-325E5.1	0	0	0
RP11-325E5.4	0	0	0
RP11-325F22.2	0	0	0
RP11-325F22.5	0	0	0
RP11-325I22.1	0	0	0
RP11-325I22.2	0.0804	0	0
RP11-325K19.1	0	0	0
RP11-325K19.2	0	0	0
RP11-325K19.3	0	0	0
RP11-325K19.6	0	0	0
RP11-325K4.2	1.1337	0.0537	1.2036
RP11-325K4.3	0.9137	0.3389	1.0575
RP11-325L12.3	0	0	0
RP11-325L12.5	0	0	0
RP11-325L7.1	0	0	0
RP11-325L7.2	0	0	0
RP11-325M4.2	0	0	0
RP11-325N19.3	0	0	0
RP11-325O24.1	0	0	0
RP11-325O24.2	0	0	0
RP11-325O24.5	0	0	0
RP11-325P15.1	0	0	0
RP11-325P15.2	0	0	0
RP11-326A13.1	0	0	0
RP11-326A13.3	0	0	0
RP11-326A19.2	0	0	0
RP11-326A19.3	0	0	0.0929
RP11-326A19.4	0	0	1.19
RP11-326A19.5	3.8727	0	0
RP11-326C3.10	0	0.438	0
RP11-326C3.11	0.0921	0.7704	0.7825
RP11-326C3.12	0	0.0455	0
RP11-326C3.13	0	0.2378	0
RP11-326C3.14	0	0.37	0.3078
RP11-326C3.15	0	0	0
RP11-326C3.2	2.8242	4.6956	0.4614
RP11-326C3.4	0	0	0
RP11-326C3.7	0	1.8035	0.9501
RP11-326E22.1	0	0	0
RP11-326E7.1	0	0	0
RP11-326F20.5	0	1.0495	0
RP11-326G21.1	0	0	0
RP11-326I11.1	0	0	0
RP11-326I11.3	1.4796	0.8267	1.8595
RP11-326I11.4	0	0.0357	0
RP11-326I11.5	0.0777	0.1075	0
RP11-326I19.3	0	0	0
RP11-326J18.1	0	0	0
RP11-326K13.2	0	0	0
RP11-326K13.4	0.56	1.0461	0.9025
RP11-326L17.1	0	0	0
RP11-326L2.1	0	0	0
RP11-326N17.1	0	0	0
RP11-327F22.1	0	0	0
RP11-327F22.2	0	0	0
RP11-327F22.4	0	0	0
RP11-327F22.5	0	0	0
RP11-327F22.6	0	0	0
RP11-327I22.1	0	0	0
RP11-327I22.4	0	0	0
RP11-327I22.5	0	0	0
RP11-327I22.6	0	0	0
RP11-327I22.8	0	0	0
RP11-327J17.1	0	0	0
RP11-327J17.2	0	0	0
RP11-327L3.3	0	0	0
RP11-327O17.2	0	0	0
RP11-327P2.5	0.7937	0	0
RP11-328C8.2	0.1348	0	0
RP11-328C8.4	0	0.1371	0
RP11-328C8.5	0	0	0
RP11-328D5.1	0	0	0
RP11-328J14.1	0	0	0
RP11-328J14.2	0	0	0
RP11-328J2.1	0	0	1.9516
RP11-328J6.1	0	0	0
RP11-328K15.1	0	0	0
RP11-328K2.1	0	0	0
RP11-328K22.1	0	0	0
RP11-328K4.1	0	0.0848	0
RP11-328L11.1	0	0	0
RP11-328M4.2	2.0353	0.8685	1.3109
RP11-328M4.3	0	0	0
RP11-328N19.1	0	0	1.0153
RP11-328P23.2	0	0	0
RP11-328P23.3	0	0	0
RP11-329A14.1	0	0.4222	0.2356
RP11-329A14.2	0	0	0
RP11-329B9.1	0	0	0
RP11-329B9.3	0	0	0
RP11-329B9.4	0	0.1551	0
RP11-329B9.5	0	0	0
RP11-329E24.6	0	0	0.152
RP11-329J18.2	0.2224	0	0
RP11-329J18.3	0	0	0
RP11-329J18.4	0.0703	0	0
RP11-329N22.1	0	0	0
RP11-32B11.2	0	0	0
RP11-32B5.1	0	0	0.5603
RP11-32B5.2	0	0	0
RP11-32B5.4	0	0	0
RP11-32B5.5	0	0	0
RP11-32B5.7	0	0	0.5221
RP11-32D16.1	0	0	0
RP11-32D17.4	0	0	0
RP11-32F11.2	0	0	0
RP11-32I2.1	0	0	0
RP11-32K4.1	0.1806	0.3315	0.162
RP11-32K4.3	0	0	0
RP11-32P22.1	0	0	0
RP11-330A16.1	0	0	0
RP11-330C7.3	0	0	0
RP11-330C7.4	0	0	0
RP11-330L19.1	0	0	0.1257
RP11-330L19.2	0	0	0
RP11-330M19.1	0	0	0
RP11-330M2.3	0	0	0
RP11-330M2.4	0.2986	0.644	0
RP11-330O11.3	0	0	0.135
RP11-331F4.1	0	0	0
RP11-331F4.4	0	0.0539	0
RP11-331F9.3	0	0.0553	0
RP11-331F9.4	0	0	0
RP11-331G2.6	0	0	0
RP11-331H13.1	0	0	0
RP11-331H2.3	0	0	0
RP11-331H2.4	0	0	0
RP11-331K15.1	0	0	0
RP11-331K21.1	0	0	0
RP11-331N16.1	0	0	0
RP11-331O9.1	0	0	0
RP11-331O9.2	0	0	0
RP11-331O9.3	0	0	0
RP11-331O9.4	0	0	0
RP11-331O9.5	0	0	0
RP11-331O9.6	0	0	0
RP11-332E19.1	0	0	0
RP11-332E19.2	0	0	0
RP11-332E3.2	0	0	0
RP11-332E4.1	0	0	0
RP11-332G1.1	0	0	0
RP11-332H14.1	0	0	0
RP11-332H14.2	2.4242	1.4572	2.2397
RP11-332H17.1	0	0	0
RP11-332H18.3	0	0	0
RP11-332H18.4	0	0.3298	0.0899
RP11-332H18.5	0	0	0
RP11-332H21.2	0	0	0
RP11-332J15.1	0	0	0
RP11-332J15.2	0	0	0
RP11-332J15.3	0	0	0
RP11-332J15.4	0	0	0
RP11-332K15.1	0	0	0
RP11-332L8.1	0	0	0
RP11-332M4.1	0	0	0
RP11-332O19.2	0	0	0
RP11-332O19.5	0	0.0544	0.0206
RP11-332P22.2	0	0	0
RP11-333A23.1	0	0	0
RP11-333A23.2	0	0	0
RP11-333A23.4	0	0	0
RP11-333E1.1	0.2077	0.0886	1.2166
RP11-333E1.2	0.297	0.2139	0.3866
RP11-333E13.2	0.4728	0.2399	0.2686
RP11-333E13.4	0	0	0
RP11-333I13.1	0	0.0757	0
RP11-333J10.2	0	0	0
RP11-333J10.3	0	0	0
RP11-333O1.1	0	0	0.7784
RP11-334A14.2	0	0.1935	0
RP11-334A14.5	0	0	0
RP11-334A14.8	0	0	0
RP11-334C17.5	2.405	1.9758	3.2001
RP11-334E6.10	0	0	0
RP11-334E6.12	0	0	0
RP11-334E6.2	0	0	0
RP11-334E6.3	0	0	0
RP11-334E6.4	0	0	0
RP11-334G22.1	0	0	0
RP11-334J6.6	0	0.2243	0
RP11-334L9.1	0	0	0
RP11-334N17.1	0	0	0
RP11-335E14.1	0	0	0
RP11-335E6.2	0	0	0
RP11-335E6.3	0	0	0
RP11-335E6.4	0	0	0
RP11-335E8.1	0	0	0.744
RP11-335F8.2	0	0	0
RP11-335G20.7	0	0	0
RP11-335H2.2	0	0	0
RP11-335I12.2	0	0	0
