Probe	CCL_A	CCL_B	CCL_C
cg11932564	0.706	0.2209	0.5421
cg11933267	0.1226	0.8428	0.2847
cg11933375	0.0411	0.1128	0.0559
cg11934695	0.9944	0.6711	0.0654
cg11935147	0.6211	0.7884	0.7482
cg11935638	0.8273	0.3039	0.4367
cg11939071	0.7614	0.77	0.0593
cg11939496	0.2454	0.9336	0.4647
cg11943820	0.9034	0.9063	0.8925
cg11944101	0.0693	0.9295	0.7214
cg11944393	0.0402	0.0514	0.0515
cg11946165	0.9228	0.9492	0.8223
cg11946503	0.448	0.9832	0.8625
cg11946769	0.0471	0.0429	0.0676
cg11947493	0.0714	0.1595	0.8985
cg11948328	0.1181	0.1512	0.1722
cg11951446	0.0224	0.0438	0.041
cg11952714	0.4125	0.9548	0.1769
cg11953334	0.1486	0.4465	0.6222
cg11953868	0.0584	0.1195	0.0497
cg11956146	0.0672	0.1052	0.6333
cg11957880	0.0289	0.0328	0.0638
cg11959821	0.0798	0.0728	0.0861
cg11960393	0.3568	0.0205	0.9567
cg11961618	0.0395	0.2898	0.077
cg11964474	0.7619	0.3655	0.572
cg11964613	0.4129	0.9036	0.6589
cg11965370	0.2594	0.7381	0.0705
cg11970301	0.0964	0.0619	0.0403
cg11970458	0.2091	0.0828	0.5647
cg11973052	0.0025	0.0059	0.0078
cg11973688	0.0601	0.0701	0.0513
cg11976048	0.0769	0.0447	0.0765
cg11976166	0.9498	0.0986	0.3684
cg11976616	0.4073	0.9551	0.075
cg11977634	0.0246	0.0289	0.0182
cg11979959	0.1015	0.0657	0.0913
cg11980188	0.0274	0.5322	0.0748
cg11980435	0.0454	0.1793	0.0861
cg11981599	0.1616	0.8013	0.8895
cg11981631	0.3645	0.4665	0.1335
cg11983245	0.5865	0.0611	0.8172
cg11984608	0.7644	0.937	0.9386
cg11990309	0.4395	0.9374	0.0754
cg11991859	0.0912	0.0246	0.0444
cg11993300	0.0095	0.0067	0.0171
cg11993754	0.0867	0.0905	0.1053
cg11995303	0.0416	0.0306	0.036
cg11997899	0.5094	0.0421	0.0652
cg11998307	0.6147	0.853	0.8268
cg11999384	0.0355	0.0581	0.0534
cg12000587	0.0885	0.1672	0.0646
cg12001148	0.0452	0.1586	0.8388
cg12002314	0.0509	0.0492	0.0675
cg12003230	0.9157	0.8859	0.9049
cg12004206	0.0628	0.0809	0.0463
cg12004730	0.0562	0.0543	0.0713
cg12005098	0.916	0.992	0.7686
cg12005703	0.0282	0.0488	0.0517
cg12006284	0.5591	0.8681	0.89
cg12008118	0.6444	0.7842	0.7477
cg12010995	0.2375	0.9107	0.4072
cg12011267	0.0479	0.1363	0.5173
cg12012699	0.0853	0.0739	0.1006
cg12017007	0.0567	0.0486	0.0631
cg12018696	0.0436	0.0413	0.0559
cg12019109	0.2283	0.8945	0.5613
cg12020639	0.0376	0.0348	0.0519
cg12024292	0.2404	0.8428	0.3647
cg12024906	0.7465	0.914	0.5083
cg12025941	0.0817	0.8544	0.047
cg12026394	0.103	0.0642	0.0491
cg12026956	0.5071	0.0545	0.0679
cg12032009	0.0761	0.0916	0.1299
cg12032049	0.2065	0.9011	0.1565
cg12032116	0.0516	0.0485	0.0544
cg12032620	0.0367	0.0207	0.0389
cg12034229	0.0242	0.0264	0.0375
cg12038710	0.2856	0.9166	0.8416
cg12040555	0.7549	0.7549	0.6029
cg12041387	0.0562	0.9164	0.4729
cg12042678	0.0156	0.0217	0.0298
cg12043807	0.0416	0.0267	0.0545
cg12044210	0.781	0.8671	0.8527
cg12044689	0.8907	0.9056	0.8661
cg12044889	0.0669	0.0407	0.0432
cg12045002	0.0757	0.8295	0.675
cg12045676	0.1109	0.1225	0.1128
cg12045829	0.4028	0.9524	0.9357
cg12051359	0.0379	0.0481	0.1042
cg12052258	0.0269	0.0274	0.0393
cg12052765	0.5938	0.9195	0.1935
cg12053284	0.0886	0.325	0.0536
cg12054080	0.1146	0.0914	0.2054
cg12054421	0.0589	0.0634	0.0659
cg12056618	0.0222	0.0144	0.1882
cg12058490	0.4294	0.9188	0.7369
cg12059012	0.0326	0.0301	0.0501
cg12061127	0.0846	0.8821	0.0812
cg12061236	0.409	0.9028	0.8968
cg12062464	0.0146	0.0165	0.0069
cg12062492	0.1074	0.1248	0.1656
cg12062995	0.1092	0.3673	0.4088
cg12063359	0.3148	0.0827	0.5115
cg12064213	0.1025	0.0727	0.8685
cg12064626	0.0484	0.0615	0.062
cg12066181	0.0261	0.0255	0.0149
cg12067261	0.0447	0.8993	0.3812
cg12069042	0.6504	0.8174	0.7502
cg12069309	0.7538	0.9678	0.9329
cg12071073	0.873	0.8789	0.7753
cg12071544	0.1522	0.2544	0.1832
cg12072001	0.1197	0.8703	0.1786
cg12072803	0.0371	0.1244	0.0419
cg12072973	0.6952	0.5937	0.1096
cg12073537	0.0461	0.0563	0.082
cg12073594	0.0667	0.3558	0.2609
cg12073949	0.0429	0.0726	0.0596
cg12076344	0.0391	0.0444	0.0605
cg12078929	0.0843	0.356	0.6653
cg12079362	0.1056	0.1161	0.1321
cg12080675	0.3436	0.9028	0.9293
cg12081743	0.139	0.1729	0.0266
cg12082129	0.0554	0.0731	0.1796
cg12082568	0.0579	0.071	0.0609
cg12082615	0.0532	0.0453	0.0454
cg12085225	0.0076	0.0253	0.0146
cg12085660	0.1024	0.0904	0.1212
cg12086773	0.0418	0.042	0.0322
cg12087643	0.6507	0.8605	0.3013
cg12089169	0.8669	0.8846	0.8747
cg12089439	0.4725	0.0422	0.0293
cg12090388	0.0856	0.066	0.117
cg12091331	0.2016	0.0925	0.0557
cg12091944	0.0763	0.1086	0.0583
cg12095167	0.0755	0.0923	0.1687
cg12099032	0.612	0.934	0.5044
cg12099051	0.1501	0.625	0.1209
cg12099357	0.059	0.0696	0.0763
cg12100077	0.0603	0.0658	0.0825
cg12100791	0.8087	0.2792	0.8628
cg12104707	0.0509	0.3351	0.0624
cg12105450	0.1518	0.0863	0.0698
cg12106731	0.0387	0.0219	0.0488
cg12106945	0.0903	0.0403	0.0512
cg12107692	0.0389	0.0369	0.0336
cg12109455	0.6818	0.8452	0.2255
cg12111697	0.6726	0.0499	0.0807
cg12111714	0.958	0.9288	0.8125
cg12112929	0.0366	0.0892	0.0387
cg12113075	0.0498	0.0472	0.1092
cg12113132	0.1975	0.9263	0.741
cg12114524	0.224	0.904	0.5108
cg12116020	0.0206	0.0256	0.0355
cg12118011	0.0681	0.0634	0.0699
cg12118465	0.5144	0.3271	0.0884
cg12119029	0.0479	0.2244	0.1294
cg12120741	0.3968	0.858	0.2473
cg12124478	0.0828	0.0801	0.0681
cg12124516	0.0363	0.0236	0.1252
cg12125117	0.5763	0.8001	0.6776
cg12126248	0.0841	0.0881	0.0697
cg12126786	0.1023	0.1032	0.1712
cg12127282	0.058	0.9052	0.9034
cg12128017	0.0607	0.6193	0.0942
cg12128839	0.7397	0.3149	0.3381
cg12128876	0.0549	0.0468	0.0592
cg12130692	0.087	0.0503	0.0798
cg12133004	0.1732	0.9304	0.0688
cg12135976	0.7006	0.9416	0.2542
cg12137206	0.04	0.0324	0.0419
cg12144803	0.3421	0.9257	0.8696
cg12146151	0.5427	0.1136	0.6326
cg12148919	0.1024	0.0602	0.1103
cg12149391	0.043	0.0479	0.0579
cg12150066	0.0575	0.1612	0.1406
cg12150401	0.2091	0.3659	0.173
cg12152256	0.0451	0.0497	0.0648
cg12153542	0.2807	0.8707	0.5459
cg12154803	0.0608	0.0769	0.0364
cg12163132	0.9286	0.9294	0.9262
cg12163490	0.8887	0.1186	0.7177
cg12167239	0.0536	0.2331	0.1149
cg12167564	0.0702	0.7878	0.0558
cg12168164	0.0073	0.0131	0.0222
cg12177023	0.0476	0.0504	0.0652
cg12177677	0.8303	0.9005	0.6293
cg12177743	0.0142	0.025	0.0183
cg12179044	0.0414	0.0223	0.0314
cg12179176	0.0463	0.0383	0.0637
cg12180123	0.0431	0.0589	0.0787
cg12181621	0.2517	0.0301	0.8242
cg12182525	0.5979	0.9165	0.9081
cg12185908	7e-04	0.0065	0.0208
cg12187213	0.0811	0.0731	0.0723
cg12187567	0.0464	0.0891	0.1149
cg12188416	0.8822	0.8916	0.3743
cg12188482	0.024	0.0309	0.0339
cg12188538	0.0424	0.0461	0.0416
cg12188560	0.0892	0.3112	0.3043
cg12189880	0.0857	0.0731	0.1468
cg12194493	0.0443	0.0368	0.0554
cg12195135	0.3223	0.3752	0.2442
cg12195695	0.0822	0.1232	0.1266
cg12197254	0.0633	0.0602	0.0814
cg12200412	0.0594	0.1219	0.0512
cg12202913	0.7935	0.9342	0.876
cg12203852	0.0494	0.0508	0.0473
cg12204574	0.0516	0.0452	0.5109
cg12204727	0.0351	0.0713	0.0169
cg12205047	0.0474	0.0482	0.0555
cg12205591	0.1083	0.8766	0.6752
cg12206093	0.0028	0.0033	0.008
cg12213457	0.6403	0.7786	0.1367
cg12213910	0.7625	0.9437	0.8303
cg12216205	0.9379	0.9755	0.9612
cg12218747	0.8376	0.3726	0.8559
cg12219753	0.0411	0.0311	0.0389
cg12220493	0.4033	0.088	0.2698
cg12224394	0.0452	0.0437	0.0815
cg12227762	0.0452	0.0465	0.0561
cg12228229	0.8771	0.9007	0.8637
cg12228611	0.0606	0.0731	0.0693
cg12228707	0.0562	0.0455	0.0607
cg12229172	0.0469	0.0428	0.3969
cg12229387	0.3877	0.8394	0.1125
cg12230010	0.057	0.0599	0.0548
cg12232274	0.0614	0.0471	0.3136
cg12236045	0.4594	0.876	0.049
cg12237269	0.0889	0.9305	0.8173
cg12237946	0.2127	0.0515	0.0251
cg12238343	0.4087	0.85	0.1372
cg12239750	0.0086	0.0089	0.0145
cg12240237	0.346	0.9457	0.7445
cg12241125	0.0209	0.019	0.0143
cg12241297	0.0571	0.0608	0.0646
cg12242338	0.0496	0.4742	0.2682
cg12243255	0.0533	0.0549	0.0774
cg12245996	0.0701	0.0957	0.1384
cg12246527	0.0543	0.0372	0.0435
cg12247247	0.0577	0.0936	0.0989
cg12249575	0.5701	0.0556	0.1122
cg12251508	0.089	0.0742	0.0909
cg12251804	0.0618	0.058	0.1163
cg12254515	0.0183	0.0199	0.0291
cg12256080	0.0805	0.0997	0.0862
cg12256228	0.0542	0.0581	0.072
cg12259256	0.0366	0.0402	0.0527
cg12259537	0.3326	0.7441	0.7673
cg12262564	0.0818	0.0444	0.1085
cg12263485	0.0504	0.0381	0.0411
cg12264551	0.0483	0.0576	0.047
cg12265604	0.1748	0.0537	0.141
cg12265829	0.769	0.0536	0.8261
cg12266024	0.0349	0.033	0.0357
cg12266049	0.9972	0.9798	0.9727
cg12266551	0.0338	0.021	0.0434
cg12268344	0.4464	0.916	0.8052
cg12269343	0.0448	0.051	0.081
cg12270520	0.0021	0.0032	0.0118
cg12271587	0.94	0.8931	0.8834
cg12274479	0.953	0.9575	0.9344
cg12275348	0.5977	0.0674	0.4323
cg12276904	0.0554	0.0435	0.1081
cg12277666	0.1612	0.4162	0.465
cg12279128	0.0448	0.0647	0.0709
cg12280407	0.2476	0.0522	0.1062
cg12281657	0.2175	0.4601	0.9046
cg12285118	0.6924	0.9241	0.7082
cg12287813	0.0951	0.0744	0.1539
cg12288365	0.0048	0.0048	0.0163
cg12288726	0.8533	0.861	0.843
cg12290002	0.0382	0.0298	0.0427
cg12291552	0.0203	0.015	0.0199
cg12292686	0.0634	0.0505	0.0847
cg12293634	0.0776	0.0486	0.0793
cg12294121	0.8495	0.9363	0.7719
cg12297221	0.0707	0.365	0.0882
cg12300353	0.6842	0.91	0.4038
cg12304441	0.0481	0.0573	0.0837
cg12308275	0.7601	0.8896	0.8803
cg12311132	0.7583	0.6451	0.6055
cg12312863	0.0439	0.3585	0.2182
cg12313568	0.0541	0.0909	0.0731
cg12314510	0.0029	0.0148	0.0053
cg12315302	0.0531	0.2092	0.0297
cg12315997	0.0476	0.046	0.0321
cg12316147	0.0655	0.0477	0.0772
cg12317456	0.2432	0.8958	0.655
cg12317676	0.0447	0.0479	0.0788
cg12318316	0.0361	0.0295	0.05
cg12319004	0.6656	0.8669	0.7637
cg12320306	0.0652	0.0514	0.0805
cg12320676	0.0505	0.0445	0.0344
cg12322132	0.5603	0.5707	0.1462
cg12324629	0.1961	0.8026	0.6179
cg12324831	0.1013	0.07	0.0918
cg12330929	0.8741	0.9514	0.9319
cg12331389	0.7633	0.7715	0.261
cg12331980	0.8139	0.9385	0.4934
cg12332316	0.5088	0.9226	0.5219
cg12333095	0.0275	0.031	0.0509
cg12334759	0.1357	0.8707	0.4722
cg12336877	0.0606	0.0474	0.0613
cg12337114	0.8182	0.9253	0.8851
cg12339802	0.0594	0.0342	0.0319
cg12340144	0.0423	0.3126	0.0604
cg12341414	0.0554	0.0329	0.0339
cg12343777	0.0902	0.3588	0.3262
cg12344605	0.2011	0.0593	0.0693
cg12346515	0.0908	0.0743	0.0829
cg12346881	0.2256	0.814	0.7385
cg12347740	0.2486	0.9003	0.8353
cg12348970	0.0506	0.9541	0.8133
cg12351042	0.4442	0.9582	0.428
cg12351433	0.5799	0.8826	0.5696
cg12352006	0.0496	0.0643	0.0832
cg12353516	0.0841	0.0775	0.1252
cg12354377	0.7491	0.8883	0.641
cg12356261	0.1024	0.0749	0.083
cg12359315	0.5188	0.295	0.0751
cg12360373	0.1055	0.091	0.1558
cg12360736	0.886	0.7521	0.788
cg12360886	0.6951	0.9194	0.9166
cg12361925	0.0786	0.2586	0.054
cg12365667	0.0283	0.5459	0.0236
cg12370791	0.0496	0.032	0.0597
cg12370884	0.0498	0.0313	0.0413
cg12371177	0.9316	0.9502	0.926
cg12373072	0.0862	0.1173	0.1007
cg12373771	0.7357	0.694	0.3951
cg12374431	0.2896	0.6096	0.4241
cg12374721	0.8833	0.9935	0.9924
cg12376277	0.0333	0.0351	0.0371
cg12377712	0.0479	0.0467	0.0661
cg12378831	0.0337	0.0274	0.0428
cg12379145	0.5349	0.9317	0.8675
cg12379775	0.3903	0.1014	0.5302
cg12380764	0.0832	0.7369	0.4641
cg12380854	0.6083	0.9141	0.5982
cg12382902	0.7863	0.0365	0.0903
cg12382941	0.0555	0.8145	0.1025
cg12384303	0.4904	0.8382	0.6483
cg12385425	0.0558	0.0548	0.0329
cg12385643	0.7414	0.0565	0.875
cg12387247	0.4859	0.9485	0.5067
cg12388309	0.8891	0.0788	0.0214
cg12391048	0.4088	0.8584	0.9304
cg12391174	0.0641	0.0511	0.0848
cg12391921	0.6773	0.9171	0.7488
cg12393697	0.2633	0.0585	0.0585
cg12397274	0.0816	0.9674	0.0954
cg12398332	0.0307	0.2317	0.102
cg12398397	0.0728	0.0596	0.0413
cg12400881	0.0549	0.0555	0.887
cg12402251	0.1262	0.5968	0.0909
cg12402495	0.0586	0.0433	0.0227
cg12403575	0.0309	0.0288	0.0234
cg12405833	0.0132	0.0182	0.0041
cg12406417	0.0835	0.2758	0.0487
cg12406460	0.0356	0.0377	0.0475
cg12406559	0.2245	0.0325	0.0521
cg12408911	0.2391	0.4122	0.8422
cg12411068	0.0576	0.0486	0.063
cg12412075	0.131	0.2336	0.4617
cg12413566	0.5735	0.9293	0.6787
cg12417299	0.0398	0.1094	0.0516
cg12417466	0.3172	0.8772	0.6723
cg12419067	0.0851	0.1044	0.2016
cg12420104	0.4411	0.1097	0.5114
cg12421458	0.0638	0.0523	0.0632
cg12422450	0.5013	0.8192	0.1689
cg12422683	0.0661	0.0501	0.2987
cg12422968	0.0589	0.0605	0.09
cg12424817	0.0568	0.0391	0.0613
cg12424907	0.8802	0.9107	0.8901
cg12425673	0.089	0.0609	0.1086
cg12426141	0.049	0.0322	0.091
cg12428416	0.1536	0.9047	0.5284
cg12428447	0.0325	0.9394	0.1301
cg12428604	0.0595	0.0656	0.0844
cg12430845	0.0079	0.0225	0.0184
cg12431196	0.5852	0.8691	0.1825
cg12431401	0.0812	0.8736	0.2283
cg12431699	0.0674	0.0638	0.0777
cg12433691	0.1571	0.0978	0.0649
cg12434258	0.0589	0.0649	0.0688
cg12434587	0.0116	0.9855	0.4792
cg12434779	0.5571	0.0429	0.0624
cg12435359	0.0269	0.0264	0.0298
cg12435611	0.0394	0.0495	0.0668
cg12435758	0.0845	0.0376	0.0651
cg12435792	0.1409	0.8795	0.4024
cg12437239	0.0431	0.039	0.024
cg12438037	0.0794	0.5625	0.3265
cg12438666	0.0419	0.0456	0.0295
cg12439773	0.0749	0.6817	0.3037
cg12439899	0.0357	0.0384	0.068
cg12441928	0.0433	0.2641	0.0379
cg12441964	0.8105	0.8521	0.8258
cg12444340	0.0288	0.0249	0.0655
cg12445208	0.111	0.278	0.3668
cg12446644	0.1305	0.1535	0.1636
cg12447832	0.1281	0.0912	0.4285
cg12448933	0.4766	0.8752	0.2919
cg12448934	0.3139	0.8871	0.4909
cg12449183	0.8585	0.8608	0.7712
cg12452010	0.0418	0.0442	0.0492
cg12452675	0.0879	0.0708	0.1272
cg12452946	0.0593	0.1155	0.091
cg12453288	0.0775	0.0841	0.2217
cg12453778	0.037	0.0361	0.0698
cg12454167	0.0373	0.4454	0.0537
cg12454725	0.0655	0.0616	0.0966
cg12455187	0.1279	0.9061	0.5424
cg12456510	0.1988	0.7995	0.2826
cg12457773	0.6223	0.8646	0.3422
cg12459502	0.6846	0.869	0.8963
cg12460105	0.0597	0.046	0.1007
cg12460541	0.0663	0.0677	0.5983
cg12463550	0.0367	0.0414	0.0499
cg12465398	0.0358	0.0493	0.0325
cg12467090	0.8198	0.9123	0.8064
cg12467864	0	0.0049	8e-04
cg12468056	0.0435	0.0451	0.0674
cg12468189	0.1364	0.7996	0.624
cg12473775	0.0999	0.7222	0.8678
cg12476968	0.0622	0.0884	0.1916
cg12477012	0.065	0.0494	0.0512
cg12477119	0.0523	0.0385	0.0494
cg12478185	0.3233	0.5419	0.1389
cg12478809	0.05	0.0353	0.0699
cg12478978	0.1103	0.1165	0.131
cg12480658	0.0762	0.0968	0.0895
cg12483860	0.0544	0.0499	0.0612
cg12484193	0.0392	0.025	0.028
cg12485020	0.1794	0.994	0.0172
cg12489819	0.0485	0.0456	0.0652
cg12489960	0.8565	0.8995	0.7373
cg12491659	0.2481	0.9325	0.1689
cg12491710	0.7613	0.8921	0.8279
cg12493906	0.2166	0.5269	0.0369
cg12497298	0.0646	0.069	0.113
cg12497564	0.9233	0.3181	0.9495
cg12497692	0.1391	0.9097	0.8309
cg12499211	0.184	0.338	0.1893
cg12501949	0.4815	0.8347	0.322
cg12503243	0.0687	0.0343	0.0299
cg12504957	0.0503	0.0324	0.0764
cg12506373	0.1081	0.0975	0.0714
cg12506971	0.4969	0.067	0.0767
cg12508214	0.0152	0.0097	0.0493
cg12508624	0.5085	0.7021	0.7535
cg12510502	0.8875	0.91	0.8802
cg12513308	0.0803	0.0749	0.1108
cg12513481	0.5578	0.5764	0.5893
cg12514506	0.9044	0.9368	0.9143
cg12514620	0.359	0.3426	0.1775
cg12515371	0.1782	0.8759	0.744
cg12515638	0.7677	0.9111	0.2246
cg12517167	0.0652	0.0393	0.0525
cg12520111	0.0364	0.0272	0.0459
cg12526025	0.0551	0.0499	0.0513
cg12529228	0.1358	0.8855	0.79
cg12529801	0.073	0.0887	0.1221
cg12530021	0.2951	0.5997	0.0568
cg12530080	0.2732	0.3515	0.2203
cg12530270	0.8024	0.9099	0.8328
cg12531003	0.0591	0.0654	0.0622
cg12531542	0.7714	0.9216	0.8402
cg12532169	0.3893	0.8965	0.1271
cg12532477	0.2971	0.886	0.4599
cg12532500	0.1124	0.0472	0.0515
cg12533010	0.0308	0.0168	0.0088
cg12533335	0.0562	0.0484	0.0729
cg12534466	0.0318	0.0348	0.025
cg12535715	0.7263	0.8849	0.8625
cg12536534	0.0943	0.0998	0.1196
cg12537796	0.9005	0.915	0.124
cg12539975	0.1929	0.483	0.1274
cg12541591	0.0676	0.0563	0.0747
cg12542281	0.0287	0.0281	0.0261
cg12542604	0.0329	0.0691	0.0234
cg12543649	0.0662	0.0681	0.0752
cg12547930	0.0413	0.9159	0.0544
cg12548064	0.0941	0.0615	0.0888
cg12548454	0.0729	0.0463	0.0477
cg12549513	0.1321	0.0651	0.0929
cg12554476	0.5919	0.8412	0.0491
cg12554573	0.2261	0.0624	0.3036
cg12554819	0.0445	0.0488	0.0554
cg12554857	0.5974	0.9025	0.8666
cg12555334	0.0578	0.4466	0.0856
cg12555907	0.6497	0.8279	0.8613
cg12556134	0.8287	0.8407	0.849
cg12556325	0.5386	0.9422	0.3051
cg12556991	0.0593	0.0596	0.0554
cg12558519	0.0437	0.0373	0.0553
cg12559031	0.1061	0.0816	0.2182
cg12561748	0.0668	0.0252	0.0474
cg12562500	0.0924	0.0839	0.1178
cg12563178	0.817	0.0383	0.1765
cg12563480	0.1191	0.0745	0.0408
cg12564962	0.8937	0.9328	0.9291
cg12566415	0.9122	0.9481	0.8917
cg12567315	0.0892	0.0938	0.105
cg12568776	0.0684	0.0622	0.0652
cg12569516	0.1179	0.0573	0.0591
cg12570787	0.0491	0.0433	0.0464
cg12571423	0.6435	0.8461	0.3361
cg12572011	0.0788	0.0717	0.0862
cg12572278	0.5222	0.7346	0.0521
cg12572545	0.034	0.0331	0.0287
cg12572827	0.4774	0.9325	0.8955
cg12573766	0.0155	0.0478	0.0359
cg12575181	0.487	0.9195	0.716
cg12575751	0.0501	0.0495	0.0675
cg12576145	0.0586	0.0653	0.085
cg12576700	0.0526	0.0572	0.0465
cg12576844	0.9277	0.9249	0.9243
cg12577610	0.0289	0.0326	0.0272
cg12578166	0.3128	0.8504	0.3518
cg12578480	0.0904	0.1622	0.1225
cg12581035	0.1084	0.0607	0.0931
cg12582008	0.1088	0.8601	0.0425
cg12582959	0.8403	0.8174	0.4288
cg12582965	0.4785	0.8875	0.4244
cg12583908	0.0565	0.0831	0.055
cg12584718	0.7554	0.8024	0.2405
cg12584889	0.1345	0.8083	0.1863
cg12585943	0.1377	0.0634	0.0837
cg12586262	0.0668	0.9009	0.0938
cg12588299	0.2646	0.8687	0.8147
cg12588301	0.4155	0.7783	0.2677
cg12588476	0.0965	0.106	0.1459
cg12589433	0.3687	0.6235	0.1515
cg12591323	0.3989	0.9163	0.7865
cg12592463	0.0699	0.0618	0.0791
cg12592716	0.7111	0.1185	0.9202
cg12598178	0.63	0.874	0.842
cg12598198	0.8647	0.9197	0.9197
cg12598364	0.0727	0.0409	0.0667
cg12598575	0.0082	0.0125	0.0386
cg12601757	0.5152	0.7458	0.0536
cg12601987	0.1083	0.052	0.0895
cg12603043	0.0392	0.0323	0.0435
cg12603560	0.0643	0.0509	0.0811
cg12609467	0.0839	0.0763	0.0819
cg12610070	0.0454	0.0635	0.866
cg12610744	0.6575	0.8964	0.5377
cg12611860	0.8443	0.9115	0.9279
cg12612336	0.0436	0.0344	0.0561
cg12613383	0.8324	0.8708	0.4087
cg12614105	0.3739	0.8789	0.5048
cg12616277	0.0828	0.0632	0.5716
cg12618251	0.0909	0.0581	0.0851
cg12619509	0.6636	0.8805	0.8501
cg12620111	0.068	0.0775	0.1165
cg12620499	0.0074	0.0108	0.024
cg12622273	0.3197	0.8344	0.8051
cg12622986	0.3579	0.7954	0.4092
cg12623088	0.061	0.069	0.5804
cg12624523	0.4534	0.9111	0.8339
cg12626085	0.0448	0.0429	0.056
cg12626411	0.0969	0.8597	0.4737
cg12627583	0.5936	0.721	0.8324
cg12628062	0.0318	0.0346	0.0546
cg12628956	0.0617	0.0475	0.0794
cg12629083	0.068	0.0686	0.0511
cg12629244	0.9356	0.965	0.9316
cg12629325	0.6943	0.9546	0.4777
cg12631737	0.0493	0.0422	0.8363
cg12635664	0.0794	0.0846	0.1146
cg12638745	0.2204	0.8084	0.7902
cg12640109	0.4926	0.5383	0.4595
cg12641660	0.0412	0.0456	0.0488
cg12643449	0.5185	0.8062	0.7542
cg12644353	0.1689	0.1772	0.1665
cg12645220	0.3719	0.3478	0.1611
cg12646585	0.0681	0.081	0.0722
cg12647320	0.1201	0.9531	0.3468
cg12647587	0.1319	0.9122	0.619
cg12647643	0.6454	0.0494	0.0725
cg12648263	0.0615	0.0461	0.0477
cg12648583	0.0434	0.0542	0.0639
cg12650011	0.0686	0.6115	0.0522
cg12650635	0.5512	0.8176	0.496
cg12650780	0.6326	0.8564	0.1007
cg12650926	0.0698	0.0774	0.1043
cg12651014	0.0944	0.0836	0.1398
cg12653105	0.069	0.0559	0.1066
cg12654845	0.5774	0.9084	0.5131
cg12657853	0.0475	0.0594	0.0832
cg12658982	0.0346	0.0367	0.8793
cg12661229	0.0368	0.0271	0.0575
cg12661964	0.9272	0.911	0.9019
cg12662162	0.0842	0.0995	0.0786
cg12663253	0.6878	0.9062	0.886
cg12674192	0.0283	0.0293	0.0347
cg12675800	0.0314	0.0234	0.0187
cg12676081	0.0476	0.0525	0.043
cg12680071	0.0431	0.0403	0.047
cg12681402	0.1263	0.1966	0.074
cg12682367	0.1044	0.898	0.2552
cg12683641	0.4635	0.8419	0.3874
cg12683929	0.9031	0.2286	0.5703
cg12684360	0.0045	0.0103	0.0132
cg12685200	0.0337	0.0454	0.0637
cg12685753	0.4273	0.5324	0.1003
cg12686016	0.0812	0.037	0.0411
cg12686915	0.0405	0.0578	0.0399
cg12687215	0.0403	0.058	0.0751
cg12687922	0.0915	0.0781	0.1015
cg12687990	0.3217	0.3096	0.0549
cg12688043	0.0438	0.0841	0.0519
cg12688215	0.0077	0.0079	0.015
cg12688670	0.0892	0.077	0.1182
cg12689375	0.0377	0.0397	0.0603
cg12689475	0.0531	0.3154	0.3154
cg12691219	0.0393	0.9199	0.0846
cg12691366	0.0045	0.0154	0.0189
cg12693135	0.0048	0.0128	0.0066
cg12693634	0.0312	0.028	0.0303
cg12694870	0.7164	0.9097	0.8352
cg12696750	0.105	0.5361	0.2168
cg12697789	0.053	0.0321	0.045
cg12699371	0.8166	0.5153	0.4029
cg12701576	0.0263	0.0348	0.0422
cg12703269	0.299	0.9338	0.6125
cg12706983	0.0284	0.329	0.0486
cg12707233	0.615	0.0261	0.6464
cg12711814	0.0615	0.0713	0.0954
cg12712746	0.1044	0.0944	0.1511
cg12716838	0.3631	0.3701	0.7254
cg12717203	0.9166	0.0479	0.1956
cg12717594	0.8187	0.0635	0.0796
cg12717668	0.1589	0.1322	0.1561
cg12718440	0.1737	0.4127	0.1068
cg12719235	0.0798	0.0745	0.0951
cg12721546	0.0302	0.0235	0.0475
cg12722998	0.084	0.0814	0.083
cg12723191	0.7267	0.9433	0.9484
cg12723809	0.0313	0.0197	0.0398
cg12724357	0.2917	0.2956	0.1802
cg12724466	0.79	0.9602	0.9445
cg12724827	0.9026	0.8983	0.6282
cg12727374	0.3772	0.0543	0.0971
cg12727795	0.1715	0.893	0.0461
cg12729048	0.049	0.0683	0.0771
cg12730381	0.081	0.0452	0.1129
cg12730424	0.0409	0.0399	0.0706
cg12731488	0.535	0.9274	0.9154
cg12732155	0.2037	0.8993	0.8574
cg12732953	0.0903	0.9157	0.4424
cg12733079	0.0868	0.0709	0.0679
cg12733430	0.0389	0.0304	0.0418
cg12736438	0.0971	0.073	0.1018
cg12737574	0.0721	0.0647	0.0673
cg12737801	0.0606	0.0644	0.0744
cg12738007	0.0413	0.0405	0.062
cg12738197	0.3321	0.0745	0.2075
cg12739034	0.5763	0.5783	0.2714
cg12739647	0.0529	0.0511	0.0784
cg12741420	0.3811	0.2145	0.4849
cg12741488	0.1007	0.1819	0.1245
cg12743398	0.5721	0.891	0.7713
cg12743894	0.0459	0.0838	0.0502
cg12744185	0.063	0.074	0.1038
cg12745769	0.1437	0.5436	0.0698
cg12748258	0.0462	0.0408	0.05
cg12753358	0.0605	0.2189	0.1148
cg12753858	0.7404	0.9632	0.5681
cg12754733	0.0612	0.0546	0.0842
cg12754854	0.8792	0.9576	0.9418
